거래일,거래시간,연료원,전력거래량(MWh)
2021-01-01,01,바이오가스,0.190656
2021-01-01,02,바이오가스,0.19056
2021-01-01,03,바이오가스,0.190608
2021-01-01,04,바이오가스,0.192768
2021-01-01,05,바이오가스,0.190176
2021-01-01,06,바이오가스,0.190704
2021-01-01,07,바이오가스,0.190368
2021-01-01,08,바이오가스,0.321552
2021-01-01,09,바이오가스,0.378864
2021-01-01,10,바이오가스,0.379872
2021-01-01,11,바이오가스,0.380112
2021-01-01,12,바이오가스,0.378816
2021-01-01,13,바이오가스,0.204624
2021-01-01,14,바이오가스,0.190224
2021-01-01,15,바이오가스,0.189696
2021-01-01,16,바이오가스,0.190224
2021-01-01,17,바이오가스,0.19032
2021-01-01,18,바이오가스,0.189696
2021-01-01,19,바이오가스,0.252768
2021-01-01,20,바이오가스,0.379872
2021-01-01,21,바이오가스,0.37992
2021-01-01,22,바이오가스,0.362304
2021-01-01,23,바이오가스,0.18936
2021-01-01,24,바이오가스,0.189744
2021-01-01,01,소수력,0.354822
2021-01-01,02,소수력,0.353088
2021-01-01,03,소수력,0.349536
2021-01-01,04,소수력,0.343212
2021-01-01,05,소수력,0.336762
2021-01-01,06,소수력,0.328212
2021-01-01,07,소수력,0.32451
2021-01-01,08,소수력,0.350016
2021-01-01,09,소수력,0.298422
2021-01-01,10,소수력,0.292716
2021-01-01,11,소수력,0.296502
2021-01-01,12,소수력,0.320004
2021-01-01,13,소수력,0.319266
2021-01-01,14,소수력,0.345036
2021-01-01,15,소수력,0.332112
2021-01-01,16,소수력,0.34479
2021-01-01,17,소수력,0.343536
2021-01-01,18,소수력,0.331602
2021-01-01,19,소수력,0.3327
2021-01-01,20,소수력,0.328392
2021-01-01,21,소수력,0.29301
2021-01-01,22,소수력,0.33684
2021-01-01,23,소수력,0.343038
2021-01-01,24,소수력,0.343602
2021-01-01,01,매립가스,0.344179
2021-01-01,02,매립가스,0.343718
2021-01-01,03,매립가스,0.343373
2021-01-01,04,매립가스,0.343258
2021-01-01,05,매립가스,0.343104
2021-01-01,06,매립가스,0.343142
2021-01-01,07,매립가스,0.343181
2021-01-01,08,매립가스,0.343296
2021-01-01,09,매립가스,0.343526
2021-01-01,10,매립가스,0.34345
2021-01-01,11,매립가스,0.34345
2021-01-01,12,매립가스,0.343488
2021-01-01,13,매립가스,0.34391
2021-01-01,14,매립가스,0.344179
2021-01-01,15,매립가스,0.344102
2021-01-01,16,매립가스,0.344141
2021-01-01,17,매립가스,0.344026
2021-01-01,18,매립가스,0.344141
2021-01-01,19,매립가스,0.344294
2021-01-01,20,매립가스,0.344486
2021-01-01,21,매립가스,0.344909
2021-01-01,22,매립가스,0.345024
2021-01-01,23,매립가스,0.345216
2021-01-01,24,매립가스,0.34537
2021-01-01,01,중유,25.868304
2021-01-01,02,중유,25.869648
2021-01-01,03,중유,25.868752
2021-01-01,04,중유,25.877152
2021-01-01,05,중유,25.868864
2021-01-01,06,중유,25.867072
2021-01-01,07,중유,25.874912
2021-01-01,08,중유,25.861472
2021-01-01,09,중유,25.879168
2021-01-01,10,중유,25.871888
2021-01-01,11,중유,25.861136
2021-01-01,12,중유,25.875136
2021-01-01,13,중유,25.875024
2021-01-01,14,중유,25.87424
2021-01-01,15,중유,25.875472
2021-01-01,16,중유,25.874688
2021-01-01,17,중유,25.87424
2021-01-01,18,중유,25.875584
2021-01-01,19,중유,25.87424
2021-01-01,20,중유,25.874352
2021-01-01,21,중유,25.870208
2021-01-01,22,중유,25.879168
2021-01-01,23,중유,25.878608
2021-01-01,24,중유,25.871104
2021-01-01,01,태양광,0.000216
2021-01-01,02,태양광,0.00024
2021-01-01,03,태양광,0.000224
2021-01-01,04,태양광,0.000232
2021-01-01,05,태양광,0.007168
2021-01-01,06,태양광,0.000416
2021-01-01,07,태양광,0.000368
2021-01-01,08,태양광,0.072604
2021-01-01,09,태양광,4.780787
2021-01-01,10,태양광,16.809321
2021-01-01,11,태양광,44.522247
2021-01-01,12,태양광,52.601657
2021-01-01,13,태양광,39.049464
2021-01-01,14,태양광,27.738084
2021-01-01,15,태양광,22.610119
2021-01-01,16,태양광,15.212952
2021-01-01,17,태양광,8.01513
2021-01-01,18,태양광,1.886875
2021-01-01,19,태양광,0.104596
2021-01-01,20,태양광,0.806764
2021-01-01,21,태양광,0.111212
2021-01-01,22,태양광,0.010696
2021-01-01,23,태양광,0.01092
2021-01-01,24,태양광,0.00592
2021-01-01,01,폐기물,11.462053
2021-01-01,02,폐기물,10.955842
2021-01-01,03,폐기물,11.227026
2021-01-01,04,폐기물,12.257526
2021-01-01,05,폐기물,12.799895
2021-01-01,06,폐기물,12.637184
2021-01-01,07,폐기물,12.130974
2021-01-01,08,폐기물,11.859789
2021-01-01,09,폐기물,11.769395
2021-01-01,10,폐기물,12.366
2021-01-01,11,폐기물,12.094816
2021-01-01,12,폐기물,12.0225
2021-01-01,13,폐기물,12.094816
2021-01-01,14,폐기물,12.040579
2021-01-01,15,폐기물,11.823632
2021-01-01,16,폐기물,11.895947
2021-01-01,17,폐기물,11.516289
2021-01-01,18,폐기물,11.823632
2021-01-01,19,폐기물,11.407816
2021-01-01,20,폐기물,11.733237
2021-01-01,21,폐기물,11.516289
2021-01-01,22,폐기물,12.402158
2021-01-01,23,폐기물,12.36624
2021-01-01,24,폐기물,11.934025
2021-01-01,01,풍력,119.639581
2021-01-01,02,풍력,105.177279
2021-01-01,03,풍력,106.194323
2021-01-01,04,풍력,76.711604
2021-01-01,05,풍력,65.164166
2021-01-01,06,풍력,79.128053
2021-01-01,07,풍력,47.665677
2021-01-01,08,풍력,39.367256
2021-01-01,09,풍력,41.376132
2021-01-01,10,풍력,31.856095
2021-01-01,11,풍력,30.401271
2021-01-01,12,풍력,15.222801
2021-01-01,13,풍력,18.471007
2021-01-01,14,풍력,22.834802
2021-01-01,15,풍력,29.193755
2021-01-01,16,풍력,27.114439
2021-01-01,17,풍력,23.777174
2021-01-01,18,풍력,19.019906
2021-01-01,19,풍력,36.615022
2021-01-01,20,풍력,23.999395
2021-01-01,21,풍력,19.657315
2021-01-01,22,풍력,14.780459
2021-01-01,23,풍력,23.454107
2021-01-01,24,풍력,21.144714
2021-01-01,01,LNG,239.271172
2021-01-01,02,LNG,239.207402
2021-01-01,03,LNG,239.295658
2021-01-01,04,LNG,239.273664
2021-01-01,05,LNG,239.214318
2021-01-01,06,LNG,239.224006
2021-01-01,07,LNG,239.250466
2021-01-01,08,LNG,239.194018
2021-01-01,09,LNG,239.219204
2021-01-01,10,LNG,239.144234
2021-01-01,11,LNG,239.094142
2021-01-01,12,LNG,239.340864
2021-01-01,13,LNG,239.298052
2021-01-01,14,LNG,239.269646
2021-01-01,15,LNG,239.356768
2021-01-01,16,LNG,239.193402
2021-01-01,17,LNG,239.275358
2021-01-01,18,LNG,256.418778
2021-01-01,19,LNG,244.803426
2021-01-01,20,LNG,242.190088
2021-01-01,21,LNG,239.224664
2021-01-01,22,LNG,239.094072
2021-01-01,23,LNG,240.38609
2021-01-01,24,LNG,239.083964
2021-01-01,01,경유,0
2021-01-01,02,경유,0
2021-01-01,03,경유,0
2021-01-01,04,경유,0
2021-01-01,05,경유,0
2021-01-01,06,경유,0
2021-01-01,07,경유,0
2021-01-01,08,경유,0
2021-01-01,09,경유,0
2021-01-01,10,경유,0
2021-01-01,11,경유,0
2021-01-01,12,경유,0
2021-01-01,13,경유,0
2021-01-01,14,경유,0
2021-01-01,15,경유,0
2021-01-01,16,경유,0
2021-01-01,17,경유,0
2021-01-01,18,경유,0
2021-01-01,19,경유,0
2021-01-01,20,경유,0
2021-01-01,21,경유,0
2021-01-01,22,경유,0
2021-01-01,23,경유,0
2021-01-01,24,경유,0
2021-01-01,01,해양에너지,0
2021-01-01,02,해양에너지,0
2021-01-01,03,해양에너지,0
2021-01-01,04,해양에너지,0
2021-01-01,05,해양에너지,0
2021-01-01,06,해양에너지,0
2021-01-01,07,해양에너지,0
2021-01-01,08,해양에너지,0
2021-01-01,09,해양에너지,0
2021-01-01,10,해양에너지,0
2021-01-01,11,해양에너지,0
2021-01-01,12,해양에너지,0
2021-01-01,13,해양에너지,0
2021-01-01,14,해양에너지,0
2021-01-01,15,해양에너지,0
2021-01-01,16,해양에너지,0
2021-01-01,17,해양에너지,0
2021-01-01,18,해양에너지,0
2021-01-01,19,해양에너지,0
2021-01-01,20,해양에너지,0
2021-01-01,21,해양에너지,0
2021-01-01,22,해양에너지,0
2021-01-01,23,해양에너지,0
2021-01-01,24,해양에너지,0
2021-01-01,01,바이오매스,1.4256
2021-01-01,02,바이오매스,1.3356
2021-01-01,03,바이오매스,1.3896
2021-01-01,04,바이오매스,1.4004
2021-01-01,05,바이오매스,1.3428
2021-01-01,06,바이오매스,1.278
2021-01-01,07,바이오매스,1.3104
2021-01-01,08,바이오매스,1.3536
2021-01-01,09,바이오매스,1.368
2021-01-01,10,바이오매스,1.35
2021-01-01,11,바이오매스,1.3464
2021-01-01,12,바이오매스,1.3428
2021-01-01,13,바이오매스,1.404
2021-01-01,14,바이오매스,1.4148
2021-01-01,15,바이오매스,1.3284
2021-01-01,16,바이오매스,1.3572
2021-01-01,17,바이오매스,1.4076
2021-01-01,18,바이오매스,1.3464
2021-01-01,19,바이오매스,1.3752
2021-01-01,20,바이오매스,1.4004
2021-01-01,21,바이오매스,1.386
2021-01-01,22,바이오매스,1.3032
2021-01-01,23,바이오매스,1.3464
2021-01-01,24,바이오매스,1.2636
2021-01-01,01,바이오중유,101.170048
2021-01-01,02,바이오중유,101.179008
2021-01-01,03,바이오중유,101.177216
2021-01-01,04,바이오중유,101.183936
2021-01-01,05,바이오중유,101.180576
2021-01-01,06,바이오중유,101.182816
2021-01-01,07,바이오중유,101.1752
2021-01-01,08,바이오중유,101.176768
2021-01-01,09,바이오중유,101.174752
2021-01-01,10,바이오중유,101.183936
2021-01-01,11,바이오중유,101.179904
2021-01-01,12,바이오중유,101.182592
2021-01-01,13,바이오중유,101.184384
2021-01-01,14,바이오중유,101.182144
2021-01-01,15,바이오중유,101.185952
2021-01-01,16,바이오중유,101.1864
2021-01-01,17,바이오중유,101.176544
2021-01-01,18,바이오중유,101.222016
2021-01-01,19,바이오중유,120.407392
2021-01-01,20,바이오중유,120.811712
2021-01-01,21,바이오중유,119.389984
2021-01-01,22,바이오중유,101.68144
2021-01-01,23,바이오중유,101.687712
2021-01-01,24,바이오중유,101.691072
2021-01-02,01,바이오가스,0.189648
2021-01-02,02,바이오가스,0.18984
2021-01-02,03,바이오가스,0.190176
2021-01-02,04,바이오가스,0.190032
2021-01-02,05,바이오가스,0.190272
2021-01-02,06,바이오가스,0.190176
2021-01-02,07,바이오가스,0.189696
2021-01-02,08,바이오가스,0.357072
2021-01-02,09,바이오가스,0.379632
2021-01-02,10,바이오가스,0.379104
2021-01-02,11,바이오가스,0.224496
2021-01-02,12,바이오가스,0.189504
2021-01-02,13,바이오가스,0.190128
2021-01-02,14,바이오가스,0.189696
2021-01-02,15,바이오가스,0.19008
2021-01-02,16,바이오가스,0.189888
2021-01-02,17,바이오가스,0.190224
2021-01-02,18,바이오가스,0.190224
2021-01-02,19,바이오가스,0.315264
2021-01-02,20,바이오가스,0.379728
2021-01-02,21,바이오가스,0.379536
2021-01-02,22,바이오가스,0.379728
2021-01-02,23,바이오가스,0.350448
2021-01-02,24,바이오가스,0.165216
2021-01-02,01,소수력,0.34227
2021-01-02,02,소수력,0.347376
2021-01-02,03,소수력,0.346152
2021-01-02,04,소수력,0.343188
2021-01-02,05,소수력,0.337722
2021-01-02,06,소수력,0.322476
2021-01-02,07,소수력,0.32628
2021-01-02,08,소수력,0.342486
2021-01-02,09,소수력,0.362184
2021-01-02,10,소수력,0.354612
2021-01-02,11,소수력,0.338628
2021-01-02,12,소수력,0.333924
2021-01-02,13,소수력,0.309714
2021-01-02,14,소수력,0.325608
2021-01-02,15,소수력,0.340434
2021-01-02,16,소수력,0.343986
2021-01-02,17,소수력,0.367716
2021-01-02,18,소수력,0.373878
2021-01-02,19,소수력,0.338718
2021-01-02,20,소수력,0.327084
2021-01-02,21,소수력,0.275184
2021-01-02,22,소수력,0.330546
2021-01-02,23,소수력,0.34824
2021-01-02,24,소수력,0.35229
2021-01-02,01,매립가스,0.345446
2021-01-02,02,매립가스,0.345254
2021-01-02,03,매립가스,0.345062
2021-01-02,04,매립가스,0.344832
2021-01-02,05,매립가스,0.344794
2021-01-02,06,매립가스,0.344755
2021-01-02,07,매립가스,0.344294
2021-01-02,08,매립가스,0.344218
2021-01-02,09,매립가스,0.344141
2021-01-02,10,매립가스,0.34441
2021-01-02,11,매립가스,0.344563
2021-01-02,12,매립가스,0.34464
2021-01-02,13,매립가스,0.342259
2021-01-02,14,매립가스,0.341453
2021-01-02,15,매립가스,0.342758
2021-01-02,16,매립가스,0.343066
2021-01-02,17,매립가스,0.330394
2021-01-02,18,매립가스,0.325517
2021-01-02,19,매립가스,0.325018
2021-01-02,20,매립가스,0.324058
2021-01-02,21,매립가스,0.323482
2021-01-02,22,매립가스,0.323328
2021-01-02,23,매립가스,0.32329
2021-01-02,24,매립가스,0.323251
2021-01-02,01,중유,25.86584
2021-01-02,02,중유,25.875248
2021-01-02,03,중유,25.881184
2021-01-02,04,중유,25.879952
2021-01-02,05,중유,25.876368
2021-01-02,06,중유,25.8776
2021-01-02,07,중유,25.870992
2021-01-02,08,중유,25.863488
2021-01-02,09,중유,25.866848
2021-01-02,10,중유,25.870208
2021-01-02,11,중유,25.878944
2021-01-02,12,중유,25.871552
2021-01-02,13,중유,25.871888
2021-01-02,14,중유,25.88152
2021-01-02,15,중유,25.877264
2021-01-02,16,중유,25.885776
2021-01-02,17,중유,25.88824
2021-01-02,18,중유,25.882416
2021-01-02,19,중유,25.876928
2021-01-02,20,중유,25.873568
2021-01-02,21,중유,25.878832
2021-01-02,22,중유,25.872896
2021-01-02,23,중유,25.876144
2021-01-02,24,중유,25.878496
2021-01-02,01,태양광,0.000144
2021-01-02,02,태양광,0.000176
2021-01-02,03,태양광,0.00016
2021-01-02,04,태양광,0.00016
2021-01-02,05,태양광,0.002848
2021-01-02,06,태양광,0.000168
2021-01-02,07,태양광,0.000168
2021-01-02,08,태양광,0.133048
2021-01-02,09,태양광,8.772026
2021-01-02,10,태양광,31.059071
2021-01-02,11,태양광,40.668821
2021-01-02,12,태양광,51.424792
2021-01-02,13,태양광,77.415486
2021-01-02,14,태양광,98.820937
2021-01-02,15,태양광,109.338998
2021-01-02,16,태양광,76.406943
2021-01-02,17,태양광,30.440391
2021-01-02,18,태양광,6.491928
2021-01-02,19,태양광,4.424982
2021-01-02,20,태양광,3.870781
2021-01-02,21,태양광,1.449216
2021-01-02,22,태양광,0.836432
2021-01-02,23,태양광,0.129044
2021-01-02,24,태양광,0.009992
2021-01-02,01,폐기물,12.094816
2021-01-02,02,폐기물,12.475914
2021-01-02,03,폐기물,12.240407
2021-01-02,04,폐기물,12.240647
2021-01-02,05,폐기물,12.223768
2021-01-02,06,폐기물,12.819894
2021-01-02,07,폐기물,12.910048
2021-01-02,08,폐기물,12.548469
2021-01-02,09,폐기물,12.311763
2021-01-02,10,폐기물,13.107237
2021-01-02,11,폐기물,12.112895
2021-01-02,12,폐기물,12.854132
2021-01-02,13,폐기물,12.836053
2021-01-02,14,폐기물,12.564868
2021-01-02,15,폐기물,12.926447
2021-01-02,16,폐기물,12.817974
2021-01-02,17,폐기물,12.872211
2021-01-02,18,폐기물,12.203289
2021-01-02,19,폐기물,12.691421
2021-01-02,20,폐기물,12.890289
2021-01-02,21,폐기물,13.034921
2021-01-02,22,폐기물,12.926447
2021-01-02,23,폐기물,13.269947
2021-01-02,24,폐기물,12.799895
2021-01-02,01,풍력,36.328226
2021-01-02,02,풍력,54.846412
2021-01-02,03,풍력,68.76039
2021-01-02,04,풍력,59.227653
2021-01-02,05,풍력,61.032688
2021-01-02,06,풍력,85.769185
2021-01-02,07,풍력,75.798857
2021-01-02,08,풍력,64.568118
2021-01-02,09,풍력,50.822069
2021-01-02,10,풍력,45.722851
2021-01-02,11,풍력,42.868765
2021-01-02,12,풍력,60.963356
2021-01-02,13,풍력,65.803376
2021-01-02,14,풍력,73.005315
2021-01-02,15,풍력,83.965593
2021-01-02,16,풍력,125.863504
2021-01-02,17,풍력,153.996587
2021-01-02,18,풍력,157.829668
2021-01-02,19,풍력,176.055662
2021-01-02,20,풍력,172.673771
2021-01-02,21,풍력,143.086963
2021-01-02,22,풍력,144.285633
2021-01-02,23,풍력,128.744612
2021-01-02,24,풍력,135.886938
2021-01-02,01,LNG,239.045044
2021-01-02,02,LNG,239.068004
2021-01-02,03,LNG,239.065778
2021-01-02,04,LNG,239.05126
2021-01-02,05,LNG,239.009288
2021-01-02,06,LNG,239.18979
2021-01-02,07,LNG,239.210762
2021-01-02,08,LNG,239.146712
2021-01-02,09,LNG,239.167446
2021-01-02,10,LNG,239.166914
2021-01-02,11,LNG,239.179374
2021-01-02,12,LNG,239.209278
2021-01-02,13,LNG,231.23667
2021-01-02,14,LNG,193.83889
2021-01-02,15,LNG,149.190006
2021-01-02,16,LNG,155.70996
2021-01-02,17,LNG,155.72634
2021-01-02,18,LNG,167.025852
2021-01-02,19,LNG,201.078808
2021-01-02,20,LNG,237.768916
2021-01-02,21,LNG,239.887004
2021-01-02,22,LNG,240.013844
2021-01-02,23,LNG,240.111312
2021-01-02,24,LNG,223.939044
2021-01-02,01,경유,0
2021-01-02,02,경유,0
2021-01-02,03,경유,0
2021-01-02,04,경유,0
2021-01-02,05,경유,0
2021-01-02,06,경유,0
2021-01-02,07,경유,0
2021-01-02,08,경유,0
2021-01-02,09,경유,0
2021-01-02,10,경유,0
2021-01-02,11,경유,0
2021-01-02,12,경유,0
2021-01-02,13,경유,0
2021-01-02,14,경유,0
2021-01-02,15,경유,0
2021-01-02,16,경유,0
2021-01-02,17,경유,0
2021-01-02,18,경유,0
2021-01-02,19,경유,0
2021-01-02,20,경유,0
2021-01-02,21,경유,0
2021-01-02,22,경유,0
2021-01-02,23,경유,0
2021-01-02,24,경유,6.49376
2021-01-02,01,해양에너지,0
2021-01-02,02,해양에너지,0
2021-01-02,03,해양에너지,0
2021-01-02,04,해양에너지,0
2021-01-02,05,해양에너지,0
2021-01-02,06,해양에너지,0
2021-01-02,07,해양에너지,0
2021-01-02,08,해양에너지,0
2021-01-02,09,해양에너지,0
2021-01-02,10,해양에너지,0
2021-01-02,11,해양에너지,0
2021-01-02,12,해양에너지,0
2021-01-02,13,해양에너지,0
2021-01-02,14,해양에너지,0
2021-01-02,15,해양에너지,0
2021-01-02,16,해양에너지,0
2021-01-02,17,해양에너지,0
2021-01-02,18,해양에너지,0
2021-01-02,19,해양에너지,0
2021-01-02,20,해양에너지,0
2021-01-02,21,해양에너지,0
2021-01-02,22,해양에너지,0
2021-01-02,23,해양에너지,0
2021-01-02,24,해양에너지,0
2021-01-02,01,바이오매스,1.2204
2021-01-02,02,바이오매스,1.2888
2021-01-02,03,바이오매스,1.3896
2021-01-02,04,바이오매스,1.386
2021-01-02,05,바이오매스,1.3824
2021-01-02,06,바이오매스,1.3248
2021-01-02,07,바이오매스,1.3752
2021-01-02,08,바이오매스,1.3824
2021-01-02,09,바이오매스,1.3752
2021-01-02,10,바이오매스,1.3644
2021-01-02,11,바이오매스,1.3356
2021-01-02,12,바이오매스,1.3428
2021-01-02,13,바이오매스,1.4076
2021-01-02,14,바이오매스,1.3716
2021-01-02,15,바이오매스,1.3572
2021-01-02,16,바이오매스,1.3644
2021-01-02,17,바이오매스,1.3536
2021-01-02,18,바이오매스,1.3356
2021-01-02,19,바이오매스,1.4004
2021-01-02,20,바이오매스,1.4148
2021-01-02,21,바이오매스,1.4256
2021-01-02,22,바이오매스,1.3896
2021-01-02,23,바이오매스,1.3716
2021-01-02,24,바이오매스,1.3752
2021-01-02,01,바이오중유,101.691968
2021-01-02,02,바이오중유,101.697344
2021-01-02,03,바이오중유,101.69936
2021-01-02,04,바이오중유,101.694432
2021-01-02,05,바이오중유,101.6904
2021-01-02,06,바이오중유,101.692416
2021-01-02,07,바이오중유,101.693536
2021-01-02,08,바이오중유,101.711008
2021-01-02,09,바이오중유,101.898048
2021-01-02,10,바이오중유,101.894464
2021-01-02,11,바이오중유,101.891552
2021-01-02,12,바이오중유,101.894464
2021-01-02,13,바이오중유,101.893568
2021-01-02,14,바이오중유,98.888608
2021-01-02,15,바이오중유,100.230368
2021-01-02,16,바이오중유,102.002208
2021-01-02,17,바이오중유,101.996832
2021-01-02,18,바이오중유,101.991456
2021-01-02,19,바이오중유,101.988992
2021-01-02,20,바이오중유,101.986304
2021-01-02,21,바이오중유,101.986528
2021-01-02,22,바이오중유,101.985856
2021-01-02,23,바이오중유,101.982048
2021-01-02,24,바이오중유,101.975776
2021-01-03,01,바이오가스,0.166368
2021-01-03,02,바이오가스,0.166512
2021-01-03,03,바이오가스,0.166416
2021-01-03,04,바이오가스,0.177312
2021-01-03,05,바이오가스,0.190752
2021-01-03,06,바이오가스,0.190752
2021-01-03,07,바이오가스,0.197568
2021-01-03,08,바이오가스,0.315696
2021-01-03,09,바이오가스,0.379584
2021-01-03,10,바이오가스,0.327552
2021-01-03,11,바이오가스,0.1656
2021-01-03,12,바이오가스,0.166032
2021-01-03,13,바이오가스,0.165696
2021-01-03,14,바이오가스,0.175872
2021-01-03,15,바이오가스,0.190368
2021-01-03,16,바이오가스,0.190128
2021-01-03,17,바이오가스,0.189744
2021-01-03,18,바이오가스,0.23136
2021-01-03,19,바이오가스,0.378768
2021-01-03,20,바이오가스,0.379008
2021-01-03,21,바이오가스,0.380304
2021-01-03,22,바이오가스,0.319584
2021-01-03,23,바이오가스,0.165312
2021-01-03,24,바이오가스,0.166224
2021-01-03,01,소수력,0.35409
2021-01-03,02,소수력,0.355296
2021-01-03,03,소수력,0.347496
2021-01-03,04,소수력,0.353778
2021-01-03,05,소수력,0.35163
2021-01-03,06,소수력,0.343242
2021-01-03,07,소수력,0.34074
2021-01-03,08,소수력,0.354222
2021-01-03,09,소수력,0.378732
2021-01-03,10,소수력,0.313182
2021-01-03,11,소수력,0.248898
2021-01-03,12,소수력,0.331938
2021-01-03,13,소수력,0.348162
2021-01-03,14,소수력,0.347784
2021-01-03,15,소수력,0.355752
2021-01-03,16,소수력,0.361188
2021-01-03,17,소수력,0.366078
2021-01-03,18,소수력,0.361704
2021-01-03,19,소수력,0.36024
2021-01-03,20,소수력,0.3411
2021-01-03,21,소수력,0.288756
2021-01-03,22,소수력,0.313398
2021-01-03,23,소수력,0.34056
2021-01-03,24,소수력,0.34923
2021-01-03,01,매립가스,0.323213
2021-01-03,02,매립가스,0.323213
2021-01-03,03,매립가스,0.323174
2021-01-03,04,매립가스,0.323136
2021-01-03,05,매립가스,0.323251
2021-01-03,06,매립가스,0.323213
2021-01-03,07,매립가스,0.323251
2021-01-03,08,매립가스,0.323366
2021-01-03,09,매립가스,0.323405
2021-01-03,10,매립가스,0.323443
2021-01-03,11,매립가스,0.323712
2021-01-03,12,매립가스,0.325325
2021-01-03,13,매립가스,0.32329
2021-01-03,14,매립가스,0.321984
2021-01-03,15,매립가스,0.323827
2021-01-03,16,매립가스,0.325402
2021-01-03,17,매립가스,0.325402
2021-01-03,18,매립가스,0.325094
2021-01-03,19,매립가스,0.324902
2021-01-03,20,매립가스,0.324365
2021-01-03,21,매립가스,0.324173
2021-01-03,22,매립가스,0.32425
2021-01-03,23,매립가스,0.324173
2021-01-03,24,매립가스,0.323827
2021-01-03,01,중유,25.871328
2021-01-03,02,중유,25.864608
2021-01-03,03,중유,25.868528
2021-01-03,04,중유,25.863712
2021-01-03,05,중유,25.874464
2021-01-03,06,중유,25.87144
2021-01-03,07,중유,25.872448
2021-01-03,08,중유,25.865952
2021-01-03,09,중유,25.861024
2021-01-03,10,중유,25.857664
2021-01-03,11,중유,25.864048
2021-01-03,12,중유,25.859792
2021-01-03,13,중유,25.875696
2021-01-03,14,중유,25.879056
2021-01-03,15,중유,25.872448
2021-01-03,16,중유,25.87424
2021-01-03,17,중유,25.87032
2021-01-03,18,중유,33.042128
2021-01-03,19,중유,28.55776
2021-01-03,20,중유,27.253184
2021-01-03,21,중유,25.868752
2021-01-03,22,중유,25.866848
2021-01-03,23,중유,25.866288
2021-01-03,24,중유,25.866848
2021-01-03,01,태양광,0.041832
2021-01-03,02,태양광,0.00716
2021-01-03,03,태양광,0.000544
2021-01-03,04,태양광,0.000128
2021-01-03,05,태양광,0.026064
2021-01-03,06,태양광,0.023072
2021-01-03,07,태양광,0.000064
2021-01-03,08,태양광,0.400907
2021-01-03,09,태양광,17.307793
2021-01-03,10,태양광,78.350518
2021-01-03,11,태양광,108.395536
2021-01-03,12,태양광,144.579678
2021-01-03,13,태양광,151.60384
2021-01-03,14,태양광,150.24673
2021-01-03,15,태양광,90.913012
2021-01-03,16,태양광,43.047314
2021-01-03,17,태양광,18.873506
2021-01-03,18,태양광,7.507466
2021-01-03,19,태양광,5.315742
2021-01-03,20,태양광,6.050261
2021-01-03,21,태양광,3.243829
2021-01-03,22,태양광,1.281184
2021-01-03,23,태양광,0.635004
2021-01-03,24,태양광,0.234816
2021-01-03,01,폐기물,12.727579
2021-01-03,02,폐기물,12.781816
2021-01-03,03,폐기물,12.582947
2021-01-03,04,폐기물,12.239447
2021-01-03,05,폐기물,12.112895
2021-01-03,06,폐기물,12.239447
2021-01-03,07,폐기물,12.130974
2021-01-03,08,폐기물,12.293684
2021-01-03,09,폐기물,12.926447
2021-01-03,10,폐기물,12.691421
2021-01-03,11,폐기물,12.763737
2021-01-03,12,폐기물,12.745658
2021-01-03,13,폐기물,12.456395
2021-01-03,14,폐기물,11.841711
2021-01-03,15,폐기물,12.239447
2021-01-03,16,폐기물,12.130974
2021-01-03,17,폐기물,11.895947
2021-01-03,18,폐기물,12.004421
2021-01-03,19,폐기물,12.564868
2021-01-03,20,폐기물,12.691901
2021-01-03,21,폐기물,12.510872
2021-01-03,22,폐기물,13.089398
2021-01-03,23,폐기물,12.962845
2021-01-03,24,폐기물,12.510632
2021-01-03,01,풍력,101.995108
2021-01-03,02,풍력,96.099174
2021-01-03,03,풍력,95.567306
2021-01-03,04,풍력,85.392086
2021-01-03,05,풍력,67.025419
2021-01-03,06,풍력,107.78467
2021-01-03,07,풍력,108.100918
2021-01-03,08,풍력,88.625475
2021-01-03,09,풍력,64.032526
2021-01-03,10,풍력,90.104009
2021-01-03,11,풍력,87.084056
2021-01-03,12,풍력,70.473967
2021-01-03,13,풍력,76.922132
2021-01-03,14,풍력,98.187112
2021-01-03,15,풍력,108.408642
2021-01-03,16,풍력,116.181856
2021-01-03,17,풍력,123.957743
2021-01-03,18,풍력,100.6122
2021-01-03,19,풍력,71.629188
2021-01-03,20,풍력,76.905295
2021-01-03,21,풍력,95.099241
2021-01-03,22,풍력,61.289473
2021-01-03,23,풍력,54.985268
2021-01-03,24,풍력,41.307657
2021-01-03,01,LNG,162.417808
2021-01-03,02,LNG,162.46832
2021-01-03,03,LNG,162.51368
2021-01-03,04,LNG,162.523984
2021-01-03,05,LNG,162.486856
2021-01-03,06,LNG,162.532258
2021-01-03,07,LNG,162.485064
2021-01-03,08,LNG,162.515976
2021-01-03,09,LNG,162.370362
2021-01-03,10,LNG,133.789992
2021-01-03,11,LNG,47.716816
2021-01-03,12,LNG,42.847056
2021-01-03,13,LNG,42.85652
2021-01-03,14,LNG,43.107568
2021-01-03,15,LNG,42.963368
2021-01-03,16,LNG,46.605622
2021-01-03,17,LNG,93.139942
2021-01-03,18,LNG,111.308372
2021-01-03,19,LNG,191.438254
2021-01-03,20,LNG,203.27888
2021-01-03,21,LNG,164.427242
2021-01-03,22,LNG,163.7804
2021-01-03,23,LNG,162.31859
